"REF_DATE","GEO","DGUID","Housing estimates","Type of unit","Seasonal adjustment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-07","Saskatchewan","2016A000247","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730462","11.1.3.1","40","","","","0"
"2019-07","Saskatchewan","2016A000247","Housing starts","Row","Unadjusted","Units","300","units","0","v730473","11.1.5.1","57","","","","0"
"2019-07","Saskatchewan","2016A000247","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730484","11.1.6.1","318","","","","0"
"2019-07","Saskatchewan","2016A000247","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731390","11.2.1.1","2251","","","","0"
"2019-07","Saskatchewan","2016A000247","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731401","11.2.2.1","888","","","","0"
"2019-07","Saskatchewan","2016A000247","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731445","11.2.4.1","1363","","","","0"
"2019-07","Saskatchewan","2016A000247","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731412","11.2.3.1","119","","","","0"
"2019-07","Saskatchewan","2016A000247","Housing under construction","Row","Unadjusted","Units","300","units","0","v731423","11.2.5.1","211","","","","0"
"2019-07","Saskatchewan","2016A000247","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731434","11.2.6.1","1033","","","","0"
"2019-07","Saskatchewan","2016A000247","Housing completions","Total units","Unadjusted","Units","300","units","0","v732327","11.3.1.1","640","","","","0"
"2019-07","Saskatchewan","2016A000247","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732338","11.3.2.1","342","","","","0"
"2019-07","Saskatchewan","2016A000247","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732382","11.3.4.1","298","","","","0"
"2019-07","Saskatchewan","2016A000247","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732349","11.3.3.1","35","","","","0"
"2019-07","Saskatchewan","2016A000247","Housing completions","Row","Unadjusted","Units","300","units","0","v732360","11.3.5.1","40","","","","0"
"2019-07","Saskatchewan","2016A000247","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732371","11.3.6.1","223","","","","0"
"2019-07","Alberta","2016A000248","Housing starts","Total units","Unadjusted","Units","300","units","0","v730426","12.1.1.1","8212","","","","0"
"2019-07","Alberta","2016A000248","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730452","12.1.2.1","3049","","","","0"
"2019-07","Alberta","2016A000248","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730496","12.1.4.1","5163","","","","0"
"2019-07","Alberta","2016A000248","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730463","12.1.3.1","780","","","","0"
"2019-07","Alberta","2016A000248","Housing starts","Row","Unadjusted","Units","300","units","0","v730474","12.1.5.1","776","","","","0"
"2019-07","Alberta","2016A000248","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730485","12.1.6.1","3607","","","","0"
"2019-07","Alberta","2016A000248","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731391","12.2.1.1","24384","","","","0"
"2019-07","Alberta","2016A000248","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731402","12.2.2.1","6123","","","","0"
"2019-07","Alberta","2016A000248","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731446","12.2.4.1","18261","","","","0"
"2019-07","Alberta","2016A000248","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731413","12.2.3.1","1703","","","","0"
"2019-07","Alberta","2016A000248","Housing under construction","Row","Unadjusted","Units","300","units","0","v731424","12.2.5.1","2814","","","","0"
"2019-07","Alberta","2016A000248","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731435","12.2.6.1","13744","","","","0"
"2019-07","Alberta","2016A000248","Housing completions","Total units","Unadjusted","Units","300","units","0","v732328","12.3.1.1","6890","","","","0"
"2019-07","Alberta","2016A000248","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732339","12.3.2.1","2584","","","","0"
"2019-07","Alberta","2016A000248","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732383","12.3.4.1","4306","","","","0"
"2019-07","Alberta","2016A000248","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732350","12.3.3.1","787","","","","0"
"2019-07","Alberta","2016A000248","Housing completions","Row","Unadjusted","Units","300","units","0","v732361","12.3.5.1","1069","","","","0"
"2019-07","Alberta","2016A000248","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732372","12.3.6.1","2450","","","","0"
"2019-07","British Columbia","2016A000259","Housing starts","Total units","Unadjusted","Units","300","units","0","v730418","13.1.1.1","11021","","","","0"
"2019-07","British Columbia","2016A000259","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730444","13.1.2.1","2429","","","","0"
"2019-07","British Columbia","2016A000259","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730488","13.1.4.1","8592","","","","0"
"2019-07","British Columbia","2016A000259","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730455","13.1.3.1","355","","","","0"
"2019-07","British Columbia","2016A000259","Housing starts","Row","Unadjusted","Units","300","units","0","v730466","13.1.5.1","1214","","","","0"
"2019-07","British Columbia","2016A000259","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730477","13.1.6.1","7023","","","","0"
"2019-07","British Columbia","2016A000259","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731383","13.2.1.1","64400","","","","0"
"2019-07","British Columbia","2016A000259","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731394","13.2.2.1","9426","","","","0"
"2019-07","British Columbia","2016A000259","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731438","13.2.4.1","54974","","","","0"
"2019-07","British Columbia","2016A000259","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731405","13.2.3.1","1127","","","","0"
"2019-07","British Columbia","2016A000259","Housing under construction","Row","Unadjusted","Units","300","units","0","v731416","13.2.5.1","4663","","","","0"
"2019-07","British Columbia","2016A000259","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731427","13.2.6.1","49184","","","","0"
"2019-07","British Columbia","2016A000259","Housing completions","Total units","Unadjusted","Units","300","units","0","v732320","13.3.1.1","10109","","","","0"
"2019-07","British Columbia","2016A000259","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732331","13.3.2.1","2538","","","","0"
"2019-07","British Columbia","2016A000259","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732375","13.3.4.1","7571","","","","0"
"2019-07","British Columbia","2016A000259","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732342","13.3.3.1","255","","","","0"
"2019-07","British Columbia","2016A000259","Housing completions","Row","Unadjusted","Units","300","units","0","v732353","13.3.5.1","1027","","","","0"
"2019-07","British Columbia","2016A000259","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732364","13.3.6.1","6289","","","","0"
"2019-10","Canada","2016A000011124","Housing starts","Total units","Unadjusted","Units","300","units","0","v730416","1.1.1.1","53231","","","","0"
"2019-10","Canada","2016A000011124","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730442","1.1.2.1","14889","","","","0"
"2019-10","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","38342","","","","0"
"2019-10","Canada","2016A000011124","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730453","1.1.3.1","2780","","","","0"
"2019-10","Canada","2016A000011124","Housing starts","Row","Unadjusted","Units","300","units","0","v730464","1.1.5.1","6787","","","","0"
"2019-10","Canada","2016A000011124","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730475","1.1.6.1","28775","","","","0"
"2019-10","Canada","2016A000011124","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731381","1.2.1.1","274828","","","","0"
"2019-10","Canada","2016A000011124","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731392","1.2.2.1","40563","","","","0"
"2019-10","Canada","2016A000011124","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731436","1.2.4.1","234265","","","","0"
"2019-10","Canada","2016A000011124","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731403","1.2.3.1","6624","","","","0"
"2019-10","Canada","2016A000011124","Housing under construction","Row","Unadjusted","Units","300","units","0","v731414","1.2.5.1","24726","","","","0"
"2019-10","Canada","2016A000011124","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731425","1.2.6.1","202915","","","","0"
"2019-10","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","45111","","","","0"
"2019-10","Canada","2016A000011124","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732329","1.3.2.1","15250","","","","0"
"2019-10","Canada","2016A000011124","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732373","1.3.4.1","29861","","","","0"
"2019-10","Canada","2016A000011124","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732340","1.3.3.1","2613","","","","0"
"2019-10","Canada","2016A000011124","Housing completions","Row","Unadjusted","Units","300","units","0","v732351","1.3.5.1","6121","","","","0"
"2019-10","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","21127","","","","0"
"2019-10","Newfoundland and Labrador","2016A000210","Housing starts","Total units","Unadjusted","Units","300","units","0","v730417","3.1.1.1","355","","","","0"
"2019-10","Newfoundland and Labrador","2016A000210","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730443","3.1.2.1","245","","","","0"
"2019-10","Newfoundland and Labrador","2016A000210","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730487","3.1.4.1","110","","","","0"
"2019-10","Newfoundland and Labrador","2016A000210","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730454","3.1.3.1","42","","","","0"
"2019-10","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","25","","","","0"
"2019-10","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","43","","","","0"
"2019-10","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","859","","","","0"
"2019-10","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","537","","","","0"
"2019-10","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","322","","","","0"
"2019-10","Newfoundland and Labrador","2016A000210","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731404","3.2.3.1","66","","","","0"
"2019-10","Newfoundland and Labrador","2016A000210","Housing under construction","Row","Unadjusted","Units","300","units","0","v731415","3.2.5.1","74","","","","0"
"2019-10","Newfoundland and Labrador","2016A000210","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731426","3.2.6.1","182","","","","0"
